,country,time-period,GDP(mm-euro)
2144,Lithuania,2005-Q1,7094.9
2145,Lithuania,2005-Q2,7207.9
2146,Lithuania,2005-Q3,7402.3
2147,Lithuania,2005-Q4,7539.5
2148,Lithuania,2006-Q1,7603.3
2149,Lithuania,2006-Q2,7777.8
2150,Lithuania,2006-Q3,7912.1
2151,Lithuania,2006-Q4,8127.9
2152,Lithuania,2007-Q1,8412.5
2153,Lithuania,2007-Q2,8626.8
2154,Lithuania,2007-Q3,8858.1
2155,Lithuania,2007-Q4,9010.7
2156,Lithuania,2008-Q1,8966.5
2157,Lithuania,2008-Q2,9026.4
2158,Lithuania,2008-Q3,8914.1
2159,Lithuania,2008-Q4,8843.4
2160,Lithuania,2009-Q1,7706.3
2161,Lithuania,2009-Q2,7604.6
2162,Lithuania,2009-Q3,7636.0
2163,Lithuania,2009-Q4,7552.9
2164,Lithuania,2010-Q1,7611.1
2165,Lithuania,2010-Q2,7706.8
2166,Lithuania,2010-Q3,7740.9
2167,Lithuania,2010-Q4,7924.2
2168,Lithuania,2011-Q1,8075.7
2169,Lithuania,2011-Q2,8190.4
2170,Lithuania,2011-Q3,8261.2
2171,Lithuania,2011-Q4,8350.8
2172,Lithuania,2012-Q1,8395.6
2173,Lithuania,2012-Q2,8449.1
2174,Lithuania,2012-Q3,8623.3
2175,Lithuania,2012-Q4,8661.0
2176,Lithuania,2013-Q1,8713.1
2177,Lithuania,2013-Q2,8807.0
2178,Lithuania,2013-Q3,8871.4
2179,Lithuania,2013-Q4,8982.5
2180,Lithuania,2014-Q1,9082.0
2181,Lithuania,2014-Q2,9139.3
2182,Lithuania,2014-Q3,9173.0
2183,Lithuania,2014-Q4,9208.2
2184,Lithuania,2015-Q1,9242.9
2185,Lithuania,2015-Q2,9314.6
2186,Lithuania,2015-Q3,9375.2
2187,Lithuania,2015-Q4,9405.4
2188,Lithuania,2016-Q1,9458.5
2189,Lithuania,2016-Q2,9520.4
2190,Lithuania,2016-Q3,9614.6
2191,Lithuania,2016-Q4,9732.3
2192,Lithuania,2017-Q1,9844.0
2193,Lithuania,2017-Q2,9927.9
2194,Lithuania,2017-Q3,10030.8
2195,Lithuania,2017-Q4,10120.8
2196,Lithuania,2018-Q1,10207.3
2197,Lithuania,2018-Q2,10330.4
2198,Lithuania,2018-Q3,10419.9
2199,Lithuania,2018-Q4,10553.6
2200,Lithuania,2019-Q1,10701.7
2201,Lithuania,2019-Q2,10828.0
2202,Lithuania,2019-Q3,10871.1
2203,Lithuania,2019-Q4,11011.3
2204,Lithuania,2020-Q1,11091.8
2205,Lithuania,2020-Q2,10441.4
2206,Lithuania,2020-Q3,10846.7
2207,Lithuania,2020-Q4,11015.4
2208,Lithuania,2021-Q1,11203.5
2209,Lithuania,2021-Q2,11338.2
2210,Lithuania,2021-Q3,11419.9
2211,Lithuania,2021-Q4,11563.1
2212,Lithuania,2022-Q1,11697.5
2213,Lithuania,2022-Q2,11650.9
2214,Luxembourg,1995-Q1,6788.3
2215,Luxembourg,1995-Q2,6859.5
2216,Luxembourg,1995-Q3,6930.8
2217,Luxembourg,1995-Q4,7005.0
2218,Luxembourg,1996-Q1,7088.2
2219,Luxembourg,1996-Q2,6590.7
2220,Luxembourg,1996-Q3,7102.0
2221,Luxembourg,1996-Q4,7197.8
2222,Luxembourg,1997-Q1,7243.2
2223,Luxembourg,1997-Q2,7330.9
2224,Luxembourg,1997-Q3,7414.1
2225,Luxembourg,1997-Q4,7497.2
2226,Luxembourg,1998-Q1,7577.5
2227,Luxembourg,1998-Q2,7843.7
2228,Luxembourg,1998-Q3,7988.7
2229,Luxembourg,1998-Q4,8038.0
2230,Luxembourg,1999-Q1,8258.6
2231,Luxembourg,1999-Q2,8436.9
2232,Luxembourg,1999-Q3,8679.6
2233,Luxembourg,1999-Q4,8644.1
2234,Luxembourg,2000-Q1,9091.5
2235,Luxembourg,2000-Q2,8972.5
2236,Luxembourg,2000-Q3,9128.9
2237,Luxembourg,2000-Q4,9182.5
2238,Luxembourg,2001-Q1,9332.3
2239,Luxembourg,2001-Q2,9216.0
2240,Luxembourg,2001-Q3,9348.6
2241,Luxembourg,2001-Q4,9593.2
2242,Luxembourg,2002-Q1,9633.3
2243,Luxembourg,2002-Q2,9802.7
2244,Luxembourg,2002-Q3,9650.4
2245,Luxembourg,2002-Q4,9616.5
2246,Luxembourg,2003-Q1,9604.2
2247,Luxembourg,2003-Q2,9845.3
2248,Luxembourg,2003-Q3,9949.6
2249,Luxembourg,2003-Q4,10323.9
2250,Luxembourg,2004-Q1,10257.6
2251,Luxembourg,2004-Q2,10269.7
2252,Luxembourg,2004-Q3,10509.7
2253,Luxembourg,2004-Q4,10396.3
2254,Luxembourg,2005-Q1,10310.3
2255,Luxembourg,2005-Q2,10394.2
2256,Luxembourg,2005-Q3,10603.9
2257,Luxembourg,2005-Q4,11153.5
2258,Luxembourg,2006-Q1,11163.0
2259,Luxembourg,2006-Q2,11194.6
2260,Luxembourg,2006-Q3,11249.9
2261,Luxembourg,2006-Q4,11414.0
2262,Luxembourg,2007-Q1,11986.9
2263,Luxembourg,2007-Q2,12251.8
2264,Luxembourg,2007-Q3,12161.8
2265,Luxembourg,2007-Q4,12258.3
2266,Luxembourg,2008-Q1,12389.7
2267,Luxembourg,2008-Q2,12253.2
2268,Luxembourg,2008-Q3,12152.3
2269,Luxembourg,2008-Q4,11704.6
2270,Luxembourg,2009-Q1,11483.6
2271,Luxembourg,2009-Q2,11625.9
2272,Luxembourg,2009-Q3,11874.7
2273,Luxembourg,2009-Q4,11930.2
2274,Luxembourg,2010-Q1,12141.4
2275,Luxembourg,2010-Q2,12273.3
2276,Luxembourg,2010-Q3,12079.4
2277,Luxembourg,2010-Q4,12169.5
2278,Luxembourg,2011-Q1,12315.5
2279,Luxembourg,2011-Q2,12196.5
2280,Luxembourg,2011-Q3,12346.0
2281,Luxembourg,2011-Q4,12307.2
2282,Luxembourg,2012-Q1,12371.6
2283,Luxembourg,2012-Q2,12370.6
2284,Luxembourg,2012-Q3,12501.2
2285,Luxembourg,2012-Q4,12725.1
2286,Luxembourg,2013-Q1,12725.6
2287,Luxembourg,2013-Q2,12972.6
2288,Luxembourg,2013-Q3,12981.4
2289,Luxembourg,2013-Q4,12872.2
2290,Luxembourg,2014-Q1,13138.6
2291,Luxembourg,2014-Q2,12962.3
2292,Luxembourg,2014-Q3,13231.6
2293,Luxembourg,2014-Q4,13571.9
2294,Luxembourg,2015-Q1,13470.3
2295,Luxembourg,2015-Q2,13561.6
2296,Luxembourg,2015-Q3,13497.2
2297,Luxembourg,2015-Q4,13584.0
2298,Luxembourg,2016-Q1,13986.3
2299,Luxembourg,2016-Q2,14183.0
2300,Luxembourg,2016-Q3,14286.8
2301,Luxembourg,2016-Q4,14357.9
2302,Luxembourg,2017-Q1,14136.1
2303,Luxembourg,2017-Q2,14334.5
2304,Luxembourg,2017-Q3,14517.2
2305,Luxembourg,2017-Q4,14575.6
2306,Luxembourg,2018-Q1,14615.0
2307,Luxembourg,2018-Q2,14558.1
2308,Luxembourg,2018-Q3,14734.2
2309,Luxembourg,2018-Q4,14825.2
2310,Luxembourg,2019-Q1,15006.3
2311,Luxembourg,2019-Q2,15265.3
2312,Luxembourg,2019-Q3,15200.8
2313,Luxembourg,2019-Q4,15194.5
2314,Luxembourg,2020-Q1,14945.1
2315,Luxembourg,2020-Q2,14042.0
2316,Luxembourg,2020-Q3,15208.6
2317,Luxembourg,2020-Q4,15393.6
2318,Luxembourg,2021-Q1,15714.3
2319,Luxembourg,2021-Q2,15846.8
2320,Luxembourg,2021-Q3,15987.3
2321,Luxembourg,2021-Q4,16144.1
2322,Luxembourg,2022-Q1,16345.4
2323,Latvia,1995-Q1,2784.4
2324,Latvia,1995-Q2,2800.2
2325,Latvia,1995-Q3,2770.8
2326,Latvia,1995-Q4,2774.7
2327,Latvia,1996-Q1,2772.2
2328,Latvia,1996-Q2,2770.2
2329,Latvia,1996-Q3,2866.7
2330,Latvia,1996-Q4,3015.3
2331,Latvia,1997-Q1,2990.0
2332,Latvia,1997-Q2,3116.3
2333,Latvia,1997-Q3,3171.3
2334,Latvia,1997-Q4,3180.8
2335,Latvia,1998-Q1,3358.1
2336,Latvia,1998-Q2,3345.7
2337,Latvia,1998-Q3,3314.1
2338,Latvia,1998-Q4,3231.4
2339,Latvia,1999-Q1,3337.7
2340,Latvia,1999-Q2,3289.9
2341,Latvia,1999-Q3,3405.6
2342,Latvia,1999-Q4,3521.0
2343,Latvia,2000-Q1,3546.5
2344,Latvia,2000-Q2,3539.3
2345,Latvia,2000-Q3,3651.6
2346,Latvia,2000-Q4,3606.5
2347,Latvia,2001-Q1,3688.2
2348,Latvia,2001-Q2,3852.9
2349,Latvia,2001-Q3,3775.6
2350,Latvia,2001-Q4,3899.6
2351,Latvia,2002-Q1,3900.9
2352,Latvia,2002-Q2,4042.6
2353,Latvia,2002-Q3,4098.4
2354,Latvia,2002-Q4,4260.0
2355,Latvia,2003-Q1,4291.2
2356,Latvia,2003-Q2,4389.2
2357,Latvia,2003-Q3,4489.0
2358,Latvia,2003-Q4,4541.2
2359,Latvia,2004-Q1,4700.0
2360,Latvia,2004-Q2,4758.0
2361,Latvia,2004-Q3,4783.3
2362,Latvia,2004-Q4,4889.6
2363,Latvia,2005-Q1,5028.1
2364,Latvia,2005-Q2,5136.5
2365,Latvia,2005-Q3,5390.9
2366,Latvia,2005-Q4,5589.9
2367,Latvia,2006-Q1,5555.9
2368,Latvia,2006-Q2,5832.5
2369,Latvia,2006-Q3,6022.6
2370,Latvia,2006-Q4,6288.0
2371,Latvia,2007-Q1,6401.4
2372,Latvia,2007-Q2,6529.2
2373,Latvia,2007-Q3,6649.9
2374,Latvia,2007-Q4,6571.5
2375,Latvia,2008-Q1,6709.0
2376,Latvia,2008-Q2,6464.0
2377,Latvia,2008-Q3,6200.4
2378,Latvia,2008-Q4,6049.4
2379,Latvia,2009-Q1,5832.7
2380,Latvia,2009-Q2,5501.0
2381,Latvia,2009-Q3,5221.6
2382,Latvia,2009-Q4,5236.4
2383,Latvia,2010-Q1,5206.6
2384,Latvia,2010-Q2,5168.7
2385,Latvia,2010-Q3,5149.3
2386,Latvia,2010-Q4,5197.1
2387,Latvia,2011-Q1,5124.8
2388,Latvia,2011-Q2,5304.7
2389,Latvia,2011-Q3,5384.8
2390,Latvia,2011-Q4,5395.1
2391,Latvia,2012-Q1,5667.6
2392,Latvia,2012-Q2,5638.4
2393,Latvia,2012-Q3,5710.7
2394,Latvia,2012-Q4,5742.3
2395,Latvia,2013-Q1,5757.2
2396,Latvia,2013-Q2,5756.9
2397,Latvia,2013-Q3,5833.8
2398,Latvia,2013-Q4,5886.8
2399,Latvia,2014-Q1,5880.6
2400,Latvia,2014-Q2,5914.9
2401,Latvia,2014-Q3,5939.3
2402,Latvia,2014-Q4,5973.4
2403,Latvia,2015-Q1,6059.6
2404,Latvia,2015-Q2,6150.8
2405,Latvia,2015-Q3,6194.4
2406,Latvia,2015-Q4,6186.9
2407,Latvia,2016-Q1,6301.4
2408,Latvia,2016-Q2,6240.7
2409,Latvia,2016-Q3,6250.5
2410,Latvia,2016-Q4,6327.1
2411,Latvia,2017-Q1,6428.0
2412,Latvia,2017-Q2,6478.1
2413,Latvia,2017-Q3,6495.5
2414,Latvia,2017-Q4,6542.4
2415,Latvia,2018-Q1,6644.1
2416,Latvia,2018-Q2,6727.1
2417,Latvia,2018-Q3,6795.9
2418,Latvia,2018-Q4,6863.5
2419,Latvia,2019-Q1,6947.3
2420,Latvia,2019-Q2,6929.8
2421,Latvia,2019-Q3,6889.0
2422,Latvia,2019-Q4,6920.7
2423,Latvia,2020-Q1,6832.9
2424,Latvia,2020-Q2,6328.5
2425,Latvia,2020-Q3,6679.5
2426,Latvia,2020-Q4,6803.9
2427,Latvia,2021-Q1,6805.5
2428,Latvia,2021-Q2,6969.6
2429,Latvia,2021-Q3,7001.4
2430,Latvia,2021-Q4,6989.0
2431,Latvia,2022-Q1,7239.1
2432,North Macedonia,2000-Q1,1490.8
2433,North Macedonia,2000-Q2,1518.0
2434,North Macedonia,2000-Q3,1546.7
2435,North Macedonia,2000-Q4,1462.4
2436,North Macedonia,2001-Q1,1558.4
2437,North Macedonia,2001-Q2,1458.0
2438,North Macedonia,2001-Q3,1375.7
2439,North Macedonia,2001-Q4,1411.4
2440,North Macedonia,2002-Q1,1434.5
2441,North Macedonia,2002-Q2,1475.1
2442,North Macedonia,2002-Q3,1471.8
2443,North Macedonia,2002-Q4,1486.7
2444,North Macedonia,2003-Q1,1464.3
2445,North Macedonia,2003-Q2,1474.5
2446,North Macedonia,2003-Q3,1518.6
2447,North Macedonia,2003-Q4,1559.0
2448,North Macedonia,2004-Q1,1504.2
2449,North Macedonia,2004-Q2,1537.8
2450,North Macedonia,2004-Q3,1615.5
2451,North Macedonia,2004-Q4,1675.8
2452,North Macedonia,2005-Q1,1634.7
2453,North Macedonia,2005-Q2,1682.9
2454,North Macedonia,2005-Q3,1655.8
2455,North Macedonia,2005-Q4,1680.1
2456,North Macedonia,2006-Q1,1755.5
2457,North Macedonia,2006-Q2,1738.2
2458,North Macedonia,2006-Q3,1737.9
2459,North Macedonia,2006-Q4,1739.8
2460,North Macedonia,2007-Q1,1776.7
2461,North Macedonia,2007-Q2,1817.8
2462,North Macedonia,2007-Q3,1899.9
2463,North Macedonia,2007-Q4,1925.1
2464,North Macedonia,2008-Q1,1916.8
2465,North Macedonia,2008-Q2,1976.3
2466,North Macedonia,2008-Q3,1980.1
2467,North Macedonia,2008-Q4,1965.4
2468,North Macedonia,2009-Q1,1950.6
2469,North Macedonia,2009-Q2,1948.8
2470,North Macedonia,2009-Q3,1916.9
2471,North Macedonia,2009-Q4,2005.8
2472,North Macedonia,2010-Q1,2030.9
2473,North Macedonia,2010-Q2,1981.9
2474,North Macedonia,2010-Q3,2061.9
2475,North Macedonia,2010-Q4,2001.7
2476,North Macedonia,2011-Q1,2051.6
2477,North Macedonia,2011-Q2,2071.5
2478,North Macedonia,2011-Q3,2049.5
2479,North Macedonia,2011-Q4,2081.9
2480,North Macedonia,2012-Q1,2040.6
2481,North Macedonia,2012-Q2,2063.9
2482,North Macedonia,2012-Q3,2052.3
2483,North Macedonia,2012-Q4,2070.5
2484,North Macedonia,2013-Q1,2099.1
2485,North Macedonia,2013-Q2,2113.3
2486,North Macedonia,2013-Q3,2142.3
2487,North Macedonia,2013-Q4,2104.5
2488,North Macedonia,2014-Q1,2168.1
2489,North Macedonia,2014-Q2,2205.9
2490,North Macedonia,2014-Q3,2182.1
2491,North Macedonia,2014-Q4,2192.1
2492,North Macedonia,2015-Q1,2241.9
2493,North Macedonia,2015-Q2,2248.4
2494,North Macedonia,2015-Q3,2281.6
2495,North Macedonia,2015-Q4,2304.2
2496,North Macedonia,2016-Q1,2290.2
2497,North Macedonia,2016-Q2,2327.6
2498,North Macedonia,2016-Q3,2355.9
2499,North Macedonia,2016-Q4,2373.1
2500,North Macedonia,2017-Q1,2377.7
2501,North Macedonia,2017-Q2,2344.1
2502,North Macedonia,2017-Q3,2366.0
2503,North Macedonia,2017-Q4,2365.5
2504,North Macedonia,2018-Q1,2404.7
2505,North Macedonia,2018-Q2,2406.6
2506,North Macedonia,2018-Q3,2436.8
2507,North Macedonia,2018-Q4,2470.5
2508,North Macedonia,2019-Q1,2493.6
2509,North Macedonia,2019-Q2,2545.0
2510,North Macedonia,2019-Q3,2548.1
2511,North Macedonia,2019-Q4,2506.6
2512,North Macedonia,2020-Q1,2477.8
2513,North Macedonia,2020-Q2,2139.0
2514,North Macedonia,2020-Q3,2413.1
2515,North Macedonia,2020-Q4,2454.0
2516,North Macedonia,2021-Q1,2442.4
2517,North Macedonia,2021-Q2,2440.7
2518,North Macedonia,2021-Q3,2481.3
2519,North Macedonia,2021-Q4,2499.0
2520,Malta,2000-Q1,1457.6
2521,Malta,2000-Q2,1530.2
2522,Malta,2000-Q3,1508.0
2523,Malta,2000-Q4,1542.7
2524,Malta,2001-Q1,1491.7
2525,Malta,2001-Q2,1476.2
2526,Malta,2001-Q3,1504.9
2527,Malta,2001-Q4,1497.8
2528,Malta,2002-Q1,1527.7
2529,Malta,2002-Q2,1531.5
2530,Malta,2002-Q3,1539.4
2531,Malta,2002-Q4,1525.2
2532,Malta,2003-Q1,1563.0
2533,Malta,2003-Q2,1594.4
2534,Malta,2003-Q3,1605.1
2535,Malta,2003-Q4,1608.7
2536,Malta,2004-Q1,1595.7
2537,Malta,2004-Q2,1556.7
2538,Malta,2004-Q3,1594.9
2539,Malta,2004-Q4,1636.1
2540,Malta,2005-Q1,1596.3
2541,Malta,2005-Q2,1652.8
2542,Malta,2005-Q3,1669.0
2543,Malta,2005-Q4,1678.6
2544,Malta,2006-Q1,1653.7
2545,Malta,2006-Q2,1697.0
2546,Malta,2006-Q3,1708.8
2547,Malta,2006-Q4,1704.9
2548,Malta,2007-Q1,1762.4
2549,Malta,2007-Q2,1770.2
2550,Malta,2007-Q3,1788.0
2551,Malta,2007-Q4,1768.1
2552,Malta,2008-Q1,1824.5
2553,Malta,2008-Q2,1836.4
2554,Malta,2008-Q3,1842.7
2555,Malta,2008-Q4,1856.3
2556,Malta,2009-Q1,1797.6
2557,Malta,2009-Q2,1797.3
2558,Malta,2009-Q3,1824.3
2559,Malta,2009-Q4,1857.0
2560,Malta,2010-Q1,1913.1
2561,Malta,2010-Q2,1885.3
2562,Malta,2010-Q3,1929.0
2563,Malta,2010-Q4,1952.5
2564,Malta,2011-Q1,1930.2
2565,Malta,2011-Q2,1904.3
2566,Malta,2011-Q3,1929.1
2567,Malta,2011-Q4,1953.4
2568,Malta,2012-Q1,1979.7
2569,Malta,2012-Q2,1994.5
2570,Malta,2012-Q3,2026.0
2571,Malta,2012-Q4,2032.9
2572,Malta,2013-Q1,2064.5
2573,Malta,2013-Q2,2115.5
2574,Malta,2013-Q3,2146.1
2575,Malta,2013-Q4,2145.4
2576,Malta,2014-Q1,2228.1
2577,Malta,2014-Q2,2257.0
2578,Malta,2014-Q3,2291.7
2579,Malta,2014-Q4,2342.6
2580,Malta,2015-Q1,2431.3
2581,Malta,2015-Q2,2492.3
2582,Malta,2015-Q3,2510.2
2583,Malta,2015-Q4,2561.1
2584,Malta,2016-Q1,2531.4
2585,Malta,2016-Q2,2561.9
2586,Malta,2016-Q3,2605.1
2587,Malta,2016-Q4,2635.4
2588,Malta,2017-Q1,2818.1
2589,Malta,2017-Q2,2847.3
2590,Malta,2017-Q3,2893.1
2591,Malta,2017-Q4,2904.6
2592,Malta,2018-Q1,2934.6
2593,Malta,2018-Q2,3027.4
2594,Malta,2018-Q3,3103.2
2595,Malta,2018-Q4,3099.9
2596,Malta,2019-Q1,3138.0
2597,Malta,2019-Q2,3217.3
2598,Malta,2019-Q3,3247.4
2599,Malta,2019-Q4,3288.3
2600,Malta,2020-Q1,3173.7
2601,Malta,2020-Q2,2734.1
2602,Malta,2020-Q3,2893.7
2603,Malta,2020-Q4,3027.8
2604,Malta,2021-Q1,3176.6
2605,Malta,2021-Q2,3183.3
2606,Malta,2021-Q3,3301.5
2607,Malta,2021-Q4,3383.4
2608,Malta,2022-Q1,3417.3
2609,Netherlands,1996-Q1,119388.3
2610,Netherlands,1996-Q2,120719.4
2611,Netherlands,1996-Q3,122409.6
2612,Netherlands,1996-Q4,123279.8
2613,Netherlands,1997-Q1,124624.8
2614,Netherlands,1997-Q2,125922.4
2615,Netherlands,1997-Q3,127751.8
2616,Netherlands,1997-Q4,129390.8
2617,Netherlands,1998-Q1,131136.3
2618,Netherlands,1998-Q2,132074.9
2619,Netherlands,1998-Q3,133202.2
2620,Netherlands,1998-Q4,134421.2
2621,Netherlands,1999-Q1,136661.6
2622,Netherlands,1999-Q2,138182.6
2623,Netherlands,1999-Q3,140085.6
2624,Netherlands,1999-Q4,142056.5
2625,Netherlands,2000-Q1,142941.1
2626,Netherlands,2000-Q2,144537.4
2627,Netherlands,2000-Q3,145730.1
2628,Netherlands,2000-Q4,147624.2
2629,Netherlands,2001-Q1,147784.4
2630,Netherlands,2001-Q2,148531.7
2631,Netherlands,2001-Q3,148789.8
2632,Netherlands,2001-Q4,149269.7
2633,Netherlands,2002-Q1,148358.9
2634,Netherlands,2002-Q2,148875.6
2635,Netherlands,2002-Q3,149106.7
2636,Netherlands,2002-Q4,149329.9
2637,Netherlands,2003-Q1,149355.8
2638,Netherlands,2003-Q2,148840.0
2639,Netherlands,2003-Q3,148972.0
2640,Netherlands,2003-Q4,149769.6
2641,Netherlands,2004-Q1,151125.4
2642,Netherlands,2004-Q2,151846.0
2643,Netherlands,2004-Q3,152072.8
2644,Netherlands,2004-Q4,152404.3
2645,Netherlands,2005-Q1,152896.4
2646,Netherlands,2005-Q2,153972.0
2647,Netherlands,2005-Q3,156039.7
2648,Netherlands,2005-Q4,157023.6
2649,Netherlands,2006-Q1,158003.4
2650,Netherlands,2006-Q2,160368.7
2651,Netherlands,2006-Q3,161328.0
2652,Netherlands,2006-Q4,162658.1
2653,Netherlands,2007-Q1,164521.7
2654,Netherlands,2007-Q2,165363.5
2655,Netherlands,2007-Q3,167211.4
2656,Netherlands,2007-Q4,169473.8
2657,Netherlands,2008-Q1,170028.9
2658,Netherlands,2008-Q2,170866.4
2659,Netherlands,2008-Q3,170657.7
2660,Netherlands,2008-Q4,169531.5
2661,Netherlands,2009-Q1,163439.1
2662,Netherlands,2009-Q2,163443.2
2663,Netherlands,2009-Q3,164098.2
2664,Netherlands,2009-Q4,165086.6
2665,Netherlands,2010-Q1,164774.8
2666,Netherlands,2010-Q2,165498.1
2667,Netherlands,2010-Q3,166229.3
2668,Netherlands,2010-Q4,168104.6
2669,Netherlands,2011-Q1,169074.8
2670,Netherlands,2011-Q2,168923.7
2671,Netherlands,2011-Q3,168924.3
2672,Netherlands,2011-Q4,167905.1
2673,Netherlands,2012-Q1,167555.6
2674,Netherlands,2012-Q2,167641.0
2675,Netherlands,2012-Q3,166921.4
2676,Netherlands,2012-Q4,165753.4
2677,Netherlands,2013-Q1,166288.6
2678,Netherlands,2013-Q2,165988.1
2679,Netherlands,2013-Q3,166989.1
2680,Netherlands,2013-Q4,168049.0
2681,Netherlands,2014-Q1,167889.7
2682,Netherlands,2014-Q2,168872.6
2683,Netherlands,2014-Q3,169294.8
2684,Netherlands,2014-Q4,170811.1
2685,Netherlands,2015-Q1,171828.1
2686,Netherlands,2015-Q2,172357.5
2687,Netherlands,2015-Q3,172950.9
2688,Netherlands,2015-Q4,172979.3
2689,Netherlands,2016-Q1,174568.8
2690,Netherlands,2016-Q2,174979.9
2691,Netherlands,2016-Q3,176933.3
2692,Netherlands,2016-Q4,178415.0
2693,Netherlands,2017-Q1,179350.7
2694,Netherlands,2017-Q2,180928.2
2695,Netherlands,2017-Q3,182223.6
2696,Netherlands,2017-Q4,183603.3
2697,Netherlands,2018-Q1,184423.2
2698,Netherlands,2018-Q2,185607.8
2699,Netherlands,2018-Q3,186063.3
2700,Netherlands,2018-Q4,186831.0
2701,Netherlands,2019-Q1,188134.8
2702,Netherlands,2019-Q2,188918.4
2703,Netherlands,2019-Q3,189659.0
2704,Netherlands,2019-Q4,190408.4
2705,Netherlands,2020-Q1,187627.0
2706,Netherlands,2020-Q2,172840.7
2707,Netherlands,2020-Q3,183597.0
2708,Netherlands,2020-Q4,183641.8
2709,Netherlands,2021-Q1,183779.9
2710,Netherlands,2021-Q2,190723.0
2711,Netherlands,2021-Q3,193630.1
2712,Netherlands,2021-Q4,194989.3
2713,Netherlands,2022-Q1,195876.8
2714,Netherlands,2022-Q2,201028.7
2715,Norway,1978-Q1,33162.7
2716,Norway,1978-Q2,33700.5
2717,Norway,1978-Q3,34104.8
2718,Norway,1978-Q4,34149.7
2719,Norway,1979-Q1,34000.6
2720,Norway,1979-Q2,35017.3
2721,Norway,1979-Q3,35930.3
2722,Norway,1979-Q4,36252.6
2723,Norway,1980-Q1,37659.7
2724,Norway,1980-Q2,36890.4
2725,Norway,1980-Q3,36225.8
2726,Norway,1980-Q4,37008.2
2727,Norway,1981-Q1,37634.8
2728,Norway,1981-Q2,37790.9
2729,Norway,1981-Q3,37319.6
2730,Norway,1981-Q4,37310.1
2731,Norway,1982-Q1,37571.5
2732,Norway,1982-Q2,37575.3
2733,Norway,1982-Q3,37564.2
2734,Norway,1982-Q4,37684.3
2735,Norway,1983-Q1,38397.5
2736,Norway,1983-Q2,38821.1
2737,Norway,1983-Q3,39357.7
2738,Norway,1983-Q4,39372.4
2739,Norway,1984-Q1,40428.6
2740,Norway,1984-Q2,40679.5
2741,Norway,1984-Q3,41857.3
2742,Norway,1984-Q4,42726.8
2743,Norway,1985-Q1,43564.5
2744,Norway,1985-Q2,42966.0
2745,Norway,1985-Q3,44215.1
2746,Norway,1985-Q4,44641.8
2747,Norway,1986-Q1,45478.8
2748,Norway,1986-Q2,44862.0
2749,Norway,1986-Q3,46033.0
2750,Norway,1986-Q4,46285.0
2751,Norway,1987-Q1,46091.3
2752,Norway,1987-Q2,47104.0
2753,Norway,1987-Q3,45875.7
2754,Norway,1987-Q4,46707.7
2755,Norway,1988-Q1,46533.3
2756,Norway,1988-Q2,45819.9
2757,Norway,1988-Q3,46207.1
2758,Norway,1988-Q4,46273.2
2759,Norway,1989-Q1,45970.8
2760,Norway,1989-Q2,46513.0
2761,Norway,1989-Q3,46965.5
2762,Norway,1989-Q4,47294.3
2763,Norway,1990-Q1,47122.3
2764,Norway,1990-Q2,47631.3
2765,Norway,1990-Q3,47162.9
2766,Norway,1990-Q4,48425.8
2767,Norway,1991-Q1,48836.7
2768,Norway,1991-Q2,49092.1
2769,Norway,1991-Q3,48972.1
2770,Norway,1991-Q4,49331.2
2771,Norway,1992-Q1,50380.3
2772,Norway,1992-Q2,50643.0
2773,Norway,1992-Q3,51306.4
2774,Norway,1992-Q4,50939.2
2775,Norway,1993-Q1,50604.0
2776,Norway,1993-Q2,51482.6
2777,Norway,1993-Q3,52508.4
2778,Norway,1993-Q4,54376.6
2779,Norway,1994-Q1,53756.7
2780,Norway,1994-Q2,55008.6
2781,Norway,1994-Q3,54261.3
2782,Norway,1994-Q4,56405.7
2783,Norway,1995-Q1,55965.1
2784,Norway,1995-Q2,56453.4
2785,Norway,1995-Q3,57783.7
2786,Norway,1995-Q4,58496.6
2787,Norway,1996-Q1,59380.1
2788,Norway,1996-Q2,59298.7
2789,Norway,1996-Q3,61274.8
2790,Norway,1996-Q4,60291.8
2791,Norway,1997-Q1,61910.6
2792,Norway,1997-Q2,63404.0
2793,Norway,1997-Q3,63335.9
2794,Norway,1997-Q4,64230.7
2795,Norway,1998-Q1,64850.4
2796,Norway,1998-Q2,65585.3
2797,Norway,1998-Q3,64408.9
2798,Norway,1998-Q4,64738.3
2799,Norway,1999-Q1,65206.4
2800,Norway,1999-Q2,65236.1
2801,Norway,1999-Q3,66576.6
2802,Norway,1999-Q4,67721.9
2803,Norway,2000-Q1,68722.9
2804,Norway,2000-Q2,67730.5
2805,Norway,2000-Q3,68387.9
2806,Norway,2000-Q4,68414.8
2807,Norway,2001-Q1,69215.2
2808,Norway,2001-Q2,69092.1
2809,Norway,2001-Q3,69942.7
2810,Norway,2001-Q4,70550.5
2811,Norway,2002-Q1,69825.3
2812,Norway,2002-Q2,71276.2
2813,Norway,2002-Q3,70218.4
2814,Norway,2002-Q4,71011.3
2815,Norway,2003-Q1,71028.2
2816,Norway,2003-Q2,70690.0
2817,Norway,2003-Q3,71683.2
2818,Norway,2003-Q4,71706.2
2819,Norway,2004-Q1,74246.5
2820,Norway,2004-Q2,74399.4
2821,Norway,2004-Q3,73540.3
2822,Norway,2004-Q4,74262.8
2823,Norway,2005-Q1,75473.4
